yd.570b15e442d948809@163.com,69482,0.014703663692502637,true,2019-09-28
yd.637550c2be8e4d749@163.com,69552,0.004387662117824553,true,2019-09-28
yd.71a2700019bb4c378@163.com,69552,4.553481427811061E-4,true,2019-09-28
yd.8521b0b949b74c038@163.com,69552,0.005620189016909086,true,2019-09-28
yd.97d3bce8dc8a494a8@163.com,70623,0.006970541102301965,true,2019-09-28
yd.0806fc5c9bb547b4b@163.com,70623,0.0,true,2019-09-28
ojk_ruhwp92861333053a4a2ab245cc47c17acdd79@wx.163.com,69552,8.323841637709791E-4,true,2019-09-28
yd.57e791fe9434478e8@163.com,69552,0.0036506867953498283,true,2019-09-28
m13989802031@163.com,70623,0.006319159444096081,true,2019-09-28
yd.e0c7e6ac87f3400b9@163.com,69482,0.009635248442633339,true,2019-09-28
2088002179446494@alipay.163.com,69461,0.0,true,2019-09-28
yd.d94be58a8924444db@163.com,69552,0.00930861352545344,true,2019-09-28
yd.4394fb62ac3d4f029@163.com,69482,0.0,true,2019-09-28
ojk_rucuqmceb3aeeed1dced059883a9c043ae6334@wx.163.com,69552,0.0,true,2019-09-28
yd.04fb92dedbe040ffa@163.com,69482,0.01939110573287548,true,2019-09-28
yd.0f5a804920b743c58@163.com,69552,0.0,true,2019-09-28
yd.2b5a12c6466b47089@163.com,69482,0.01790009084726631,true,2019-09-28
yd.c6e0e88940744c9db@163.com,70623,0.012178772698848669,true,2019-09-28
2088802443730203@alipay.163.com,69601,0.02065736897064884,true,2019-09-28
yd.824fa7d5c95a48648@163.com,70623,0.0015999577701412424,true,2019-09-28
yd.a7e010e3f66e4664b@163.com,69552,0.0,true,2019-09-28
ojk_rueu01400bdcd83bebbc3499bfc8fbbe785239@wx.163.com,70623,0.0029682642592613767,true,2019-09-28
yd.4d4f6ba6148f44378@163.com,69552,0.0,true,2019-09-28
1746509160@sina.163.com,70623,0.026701162458105672,true,2019-09-28
yd.c8c555918f1644e39@163.com,69552,0.018179035313208358,true,2019-09-28
yd.ea2b62b3fdf146a18@163.com,69552,0.0,true,2019-09-28
ojk_rujcvha36956f312fe0af70681c7ebf82df316@wx.163.com,70623,0.001727967465502983,true,2019-09-28
yd.b9e18e858fce48ab9@163.com,69601,0.0,true,2019-09-28
yd.5d2528dae301490d8@163.com,69552,0.008322322750107873,true,2019-09-28
yd.718dc4c0c26641efb@163.com,69552,0.0,true,2019-09-28
yd.37eb708ba740440cb@163.com,70623,0.00897058751236473,true,2019-09-28
yd.752a31dd8eac4fb7b@163.com,70623,0.0,true,2019-09-28
yd.a85e41ac24af4569a@163.com,69601,0.0,true,2019-09-28
yd.20daf1cb02e54e60b@163.com,70623,0.0,true,2019-09-28
yd.ea332ec447f144c28@163.com,69601,0.0,true,2019-09-28
yd.fa9553de500b4fb59@163.com,69552,0.009557649470953252,true,2019-09-28
ojk_ruedvv2bd0b37dd26dca630dd398f9f47a11d0@wx.163.com,69552,0.0025858765519432476,true,2019-09-28
yd.6918d4cb15c8444d9@163.com,69482,0.002510861962834451,true,2019-09-28
yd.f6ca8fa08ca64cc99@163.com,69601,0.0,true,2019-09-28
yd.0d52db00cc7f4192a@163.com,70623,0.0015477609798760764,true,2019-09-28
yd.55cd0413c9ed475ca@163.com,69601,0.005667372687837681,true,2019-09-28
yd.0ee991a0514444508@163.com,70623,0.0,true,2019-09-28
ojk_rumet63b548a59c2b52db71b1b4dac22df8a86@wx.163.com,69601,5.71971666409106E-4,true,2019-09-28
ojk_ruouvpfa5717d3ba191c9471a766f03a8b6667@wx.163.com,69552,0.015098638475785752,true,2019-09-28
yd.26b8c10f308e488c9@163.com,70623,0.004135532174688289,true,2019-09-28
yd.84abcccce25c4c3f8@163.com,69482,0.0020764098870427188,true,2019-09-28
yd.0494b2334b15401ea@163.com,69482,0.0,true,2019-09-28
yd.e754fae1fcc849e29@163.com,69601,0.0028868389243243034,true,2019-09-28
honorxp@126.com,69552,4.4286875228132585E-4,true,2019-09-28
yd.456e27507ed84211b@163.com,69552,0.0054744427901739015,true,2019-09-28
yd.cf851cab8f2148e99@163.com,70623,0.01850984020345299,true,2019-09-28
yd.6aaa4fff00314e2c9@163.com,69601,0.0,true,2019-09-28
yd.c3d88ec0a1f84241b@163.com,70623,5.854293185293337E-4,true,2019-09-28
yd.313fa9b36ea14a1e9@163.com,69482,0.0,true,2019-09-28
ojk_ruo9dnca2bc2f2fe4e3970931f18a94153b7cc@wx.163.com,70623,0.015836965983009217,true,2019-09-28
yd.c2f724321ea24be3a@163.com,70623,0.0,true,2019-09-28
yd.dc3455dc731e47be8@163.com,69552,0.0,true,2019-09-28
